Job Title,Company,Job Location,Job Location City,Job Location State,Job Posting Seen,Country,Position,Job Level,Job Type,Job Skills
Principal Data Engineer,Commonwealth of Massachusetts,"Boston, MA",Boston,MA,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,Data Science
Marketing Data & Analytics Product Owner - Senior Directo,ClickJobs.io,"Abington, MA",Abington,MA,2024-01-14,United States,Traffic Clerk,Mid senior,Onsite,SQL
Marketing Data & Analytics Product Owner - Senior Directo,ClickJobs.io,"Abington, MA",Abington,MA,2024-01-14,United States,Traffic Clerk,Mid senior,Onsite,Python
Marketing Data & Analytics Product Owner - Senior Directo,ClickJobs.io,"Abington, MA",Abington,MA,2024-01-14,United States,Traffic Clerk,Mid senior,Onsite,Tableau
"Manager, Data Infrastructure",Horizon,"Deerfield, IL",Deerfield,IL,2024-01-16,United States,Load-Out Supervisor,Mid senior,Onsite,Python
"Distinguished Engineer, Card Tech Data (Remote-Elligble)",Jobs for Humanity,"Chicago, IL",Chicago,IL,2024-01-14,United States,Test Fixture Designer,Mid senior,Onsite,Data Engineering
Data Analyst II - Firm Analytics,Jobs for Humanity,"Columbia, MO",Columbia,MO,2024-01-14,United States,Maintenance Data Analyst,Mid senior,Onsite,Data Visualization
Data Analyst II - Firm Analytics,Jobs for Humanity,"Columbia, MO",Columbia,MO,2024-01-14,United States,Maintenance Data Analyst,Mid senior,Onsite,Tableau
Data Analyst II - Firm Analytics,Jobs for Humanity,"Columbia, MO",Columbia,MO,2024-01-14,United States,Maintenance Data Analyst,Mid senior,Onsite,SQL
"Data Engineer, Specialist",Vanguard,"Malvern, PA",Malvern,PA,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,Data Visualization
"Data Engineer, Specialist",Vanguard,"Malvern, PA",Malvern,PA,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,SQL
"Data Engineer, Specialist",Vanguard,"Malvern, PA",Malvern,PA,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,Python
Postdoctoral Scientist - Tatonetti Lab - Data-Driven Precision Pharmacology,Jobs for Humanity,"Marina del Rey, CA",Marina del Rey,CA,2024-01-16,United States,Plant Pathologist,Mid senior,Onsite,Data Science
Postdoctoral Scientist - Tatonetti Lab - Data-Driven Precision Pharmacology,Jobs for Humanity,"Marina del Rey, CA",Marina del Rey,CA,2024-01-16,United States,Plant Pathologist,Mid senior,Onsite,Machine Learning
Postdoctoral Scientist - Tatonetti Lab - Data-Driven Precision Pharmacology,Jobs for Humanity,"Marina del Rey, CA",Marina del Rey,CA,2024-01-16,United States,Plant Pathologist,Mid senior,Onsite,Data Analysis
Senior Research Data Scientist,Ayata,"Dallas, TX",Dallas,TX,2024-01-14,United States,Microbiologist,Mid senior,Onsite,Python
Senior Research Data Scientist,Ayata,"Dallas, TX",Dallas,TX,2024-01-14,United States,Microbiologist,Mid senior,Onsite,SQL
Machine Learning Research Scientist - Atlas Perception,Boston Dynamics,"Waltham, MA",Waltham,MA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Python
"VP Engineering, Data Platform",Genius Sports,"New York, United States",New York,United States,2024-01-15,United States,Chief Engineer,Mid senior,Onsite,SQL
"VP Engineering, Data Platform",Genius Sports,"New York, United States",New York,United States,2024-01-15,United States,Chief Engineer,Mid senior,Onsite,Data Engineering
"VP Engineering, Data Platform",Genius Sports,"New York, United States",New York,United States,2024-01-15,United States,Chief Engineer,Mid senior,Onsite,Machine Learning
"VP Engineering, Data Platform",Genius Sports,"New York, United States",New York,United States,2024-01-15,United States,Chief Engineer,Mid senior,Onsite,Data Visualization
Data Architect,NR Consulting,"Boulder, CO",Boulder,CO,2024-01-14,United States,Architect,Mid senior,Onsite,Data Analysis
Project Scheduler- Data Centres -Traveling,DataX Connect,"Leesburg, VA",Leesburg,VA,2024-01-14,United States,Scheduler,Mid senior,Onsite,Project Management
Senior Data Analyst,Jobs for Humanity,"McLean, VA",McLean,VA,2024-01-14,United States,Data Entry Clerk,Mid senior,Onsite,Data Visualization
Senior Data Analyst,Jobs for Humanity,"McLean, VA",McLean,VA,2024-01-14,United States,Data Entry Clerk,Mid senior,Onsite,SQL
Senior Data Analyst,Jobs for Humanity,"McLean, VA",McLean,VA,2024-01-14,United States,Data Entry Clerk,Mid senior,Onsite,Data Science
"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,"Albuquerque, NM",Albuquerque,NM,2024-01-12,United States,Agricultural-Research Engineer,Mid senior,Onsite,Machine Learning
"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,"Albuquerque, NM",Albuquerque,NM,2024-01-12,United States,Agricultural-Research Engineer,Mid senior,Onsite,Python
Contractor - Epic Clarity Data Analyst,Deloitte,"Nevada, United States",Nevada,United States,2024-01-14,United States,Data Entry Clerk,Mid senior,Onsite,SQL
Contractor - Epic Clarity Data Analyst,Deloitte,"Nevada, United States",Nevada,United States,2024-01-14,United States,Data Entry Clerk,Mid senior,Onsite,Python
Supervisor Treasury Database - St. Mary's Hospital Troy NY - FT Days,St. Peter's Health Partners,"Troy, NY",Troy,NY,2024-01-14,United States,Superintendent Local,Mid senior,Onsite,Data Analysis
Supervisor Treasury Database - St. Mary's Hospital Troy NY - FT Days,St. Peter's Health Partners,"Troy, NY",Troy,NY,2024-01-14,United States,Superintendent Local,Mid senior,Onsite,Data Analysis
Global Data Analytics Audit Leader,ByteDance,"San Diego, CA",San Diego,CA,2024-01-15,United States,Auditor Internal,Mid senior,Onsite,SQL
Global Data Analytics Audit Leader,ByteDance,"San Diego, CA",San Diego,CA,2024-01-15,United States,Auditor Internal,Mid senior,Onsite,Python
Global Data Analytics Audit Leader,ByteDance,"San Diego, CA",San Diego,CA,2024-01-15,United States,Auditor Internal,Mid senior,Onsite,Machine Learning
Senior Data Engineer (Python),Jobs for Humanity,"York, PA",York,PA,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,Python
Senior Data Engineer (Python),Jobs for Humanity,"York, PA",York,PA,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,SQL
Senior Data Engineer (Python),Jobs for Humanity,"York, PA",York,PA,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,AWS
"Sr Data Analyst GovCon (Alexanderia, VA)",Latitude Inc,"Virginia, United States",Virginia,United States,2024-01-15,United States,Actuary,Mid senior,Onsite,SQL
"Sr Data Analyst GovCon (Alexanderia, VA)",Latitude Inc,"Virginia, United States",Virginia,United States,2024-01-15,United States,Actuary,Mid senior,Onsite,Tableau
Superintendent Data Center Construction,Jobot,"Phoenix, AZ",Phoenix,AZ,2024-01-15,United States,Card Player,Mid senior,Onsite,Project Management
Lead Data Analyst,Hermitage Infotech,"New York, NY",New York,NY,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Data Engineering
Lead Data Analyst,Hermitage Infotech,"New York, NY",New York,NY,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,SQL
Lead Data Analyst,Hermitage Infotech,"New York, NY",New York,NY,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Python
Commissioning Senior Specialist - Data Center (Travel Required),Olsson,"Kansas City, MO",Kansas City,MO,2024-01-14,United States,Travel Agent,Mid senior,Onsite,Project Management
Data Analysis Manager,Safe-Guard Products International,"Atlanta, GA",Atlanta,GA,2024-01-16,United States,Manager Forms Analysis,Mid senior,Onsite,Data Analysis
Data Analysis Manager,Safe-Guard Products International,"Atlanta, GA",Atlanta,GA,2024-01-16,United States,Manager Forms Analysis,Mid senior,Onsite,SQL
Data Analysis Manager,Safe-Guard Products International,"Atlanta, GA",Atlanta,GA,2024-01-16,United States,Manager Forms Analysis,Mid senior,Onsite,Tableau
Data Analysis Manager,Safe-Guard Products International,"Atlanta, GA",Atlanta,GA,2024-01-16,United States,Manager Forms Analysis,Mid senior,Onsite,Python
Data Analysis Manager,Safe-Guard Products International,"Atlanta, GA",Atlanta,GA,2024-01-16,United States,Manager Forms Analysis,Mid senior,Onsite,Project Management
"CIRES/ NOAA Space Weather Prediction Center, Associate Scientist in Ionospheric Data Assimilation",University of Colorado Boulder,"Boulder, CO",Boulder,CO,2024-01-14,United States,Biologist,Mid senior,Onsite,Python
"CIRES/ NOAA Space Weather Prediction Center, Associate Scientist in Ionospheric Data Assimilation",University of Colorado Boulder,"Boulder, CO",Boulder,CO,2024-01-14,United States,Biologist,Mid senior,Onsite,Data Analysis
Senior Data Engineer,CACI International Inc,"Augusta, GA",Augusta,GA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Data Science
Senior Data Engineer,CACI International Inc,"Augusta, GA",Augusta,GA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Machine Learning
Senior Data Engineer,CACI International Inc,"Augusta, GA",Augusta,GA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Data Visualization
Senior Data Engineer,CACI International Inc,"Augusta, GA",Augusta,GA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Python
Senior Data Engineer,CACI International Inc,"Augusta, GA",Augusta,GA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,SQL
"Senior Data Engineer, Public Company",Recruiting from Scratch,"Cincinnati, OH",Cincinnati,OH,2024-01-14,United States,Computer Programmer,Mid senior,Onsite,Data Engineering
"Senior Data Engineer, Public Company",Recruiting from Scratch,"Cincinnati, OH",Cincinnati,OH,2024-01-14,United States,Computer Programmer,Mid senior,Onsite,SQL
"Senior Data Engineer, Public Company",Recruiting from Scratch,"Cincinnati, OH",Cincinnati,OH,2024-01-14,United States,Computer Programmer,Mid senior,Onsite,Python
"Senior Data Engineer, Public Company",Recruiting from Scratch,"Cincinnati, OH",Cincinnati,OH,2024-01-14,United States,Computer Programmer,Mid senior,Onsite,Data Science
Journeyman Data Science Manager,"THOR Solutions, LLC","Washington, DC",Washington,DC,2024-01-15,United States,Cutter I,Mid senior,Onsite,Data Science
Journeyman Data Science Manager,"THOR Solutions, LLC","Washington, DC",Washington,DC,2024-01-15,United States,Cutter I,Mid senior,Onsite,SQL
Journeyman Data Science Manager,"THOR Solutions, LLC","Washington, DC",Washington,DC,2024-01-15,United States,Cutter I,Mid senior,Onsite,Python
Journeyman Data Science Manager,"THOR Solutions, LLC","Washington, DC",Washington,DC,2024-01-15,United States,Cutter I,Mid senior,Onsite,Tableau
MEP Superintendent - Data Center,Pkaza - Critical Facilities Recruiting,"Dallas, TX",Dallas,TX,2024-01-14,United States,Extra,Mid senior,Onsite,Project Management
Lead Data Engineer,Jobs for Humanity,"Philadelphia, PA",Philadelphia,PA,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,AWS
Lead Data Engineer,Jobs for Humanity,"Philadelphia, PA",Philadelphia,PA,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,Python
Lead Data Engineer,Jobs for Humanity,"Philadelphia, PA",Philadelphia,PA,2024-01-14,United States,Data Communications Analyst,Mid senior,Onsite,SQL
Data Architect - NextGen QMS,Eli Lilly and Company,"Indianapolis, IN",Indianapolis,IN,2024-01-14,United States,Architect,Mid senior,Onsite,AWS
Data Architect - NextGen QMS,Eli Lilly and Company,"Indianapolis, IN",Indianapolis,IN,2024-01-14,United States,Architect,Mid senior,Onsite,Machine Learning
Data Architect - NextGen QMS,Eli Lilly and Company,"Indianapolis, IN",Indianapolis,IN,2024-01-14,United States,Architect,Mid senior,Onsite,Data Science
Data Architect - NextGen QMS,Eli Lilly and Company,"Indianapolis, IN",Indianapolis,IN,2024-01-14,United States,Architect,Mid senior,Onsite,Tableau
Big Data Solution Architect,Stellent IT,"Miramar Beach, FL",Miramar Beach,FL,2024-01-14,United States,Interior Designer,Mid senior,Onsite,Data Engineering
Big Data Solution Architect,Stellent IT,"Miramar Beach, FL",Miramar Beach,FL,2024-01-14,United States,Interior Designer,Mid senior,Onsite,SQL
Big Data Solution Architect,Stellent IT,"Miramar Beach, FL",Miramar Beach,FL,2024-01-14,United States,Interior Designer,Mid senior,Onsite,Data Analysis
Big Data Solution Architect,Stellent IT,"Miramar Beach, FL",Miramar Beach,FL,2024-01-14,United States,Interior Designer,Mid senior,Onsite,Project Management
Senior Lead Data Engineer,Jobs for Humanity,"Springfield, MA",Springfield,MA,2024-01-14,United States,Computer Operator,Mid senior,Onsite,Python
Senior Lead Data Engineer,Jobs for Humanity,"Springfield, MA",Springfield,MA,2024-01-14,United States,Computer Operator,Mid senior,Onsite,AWS
Senior Lead Data Engineer,Jobs for Humanity,"Springfield, MA",Springfield,MA,2024-01-14,United States,Computer Operator,Mid senior,Onsite,SQL
"Data Engineer-junior -northern, Va with Security Clearance",ClearanceJobs,"Northern, VA",Northern,VA,2024-01-14,United States,Computer Operator,Mid senior,Onsite,Data Engineering
"Data Engineer-junior -northern, Va with Security Clearance",ClearanceJobs,"Northern, VA",Northern,VA,2024-01-14,United States,Computer Operator,Mid senior,Onsite,Python
"Data Engineer-junior -northern, Va with Security Clearance",ClearanceJobs,"Northern, VA",Northern,VA,2024-01-14,United States,Computer Operator,Mid senior,Onsite,SQL
"Data Engineer-junior -northern, Va with Security Clearance",ClearanceJobs,"Northern, VA",Northern,VA,2024-01-14,United States,Computer Operator,Mid senior,Onsite,SQL
"Data Engineer-junior -northern, Va with Security Clearance",ClearanceJobs,"Northern, VA",Northern,VA,2024-01-14,United States,Computer Operator,Mid senior,Onsite,Python
Data Operations Manager II,Fred Hutch,"Seattle, WA",Seattle,WA,2024-01-16,United States,Financial-Aids Officer,Mid senior,Onsite,Data Analysis
Data Operations Manager II,Fred Hutch,"Seattle, WA",Seattle,WA,2024-01-16,United States,Financial-Aids Officer,Mid senior,Onsite,SQL
Data Operations Manager II,Fred Hutch,"Seattle, WA",Seattle,WA,2024-01-16,United States,Financial-Aids Officer,Mid senior,Onsite,Python
Data Operations Manager II,Fred Hutch,"Seattle, WA",Seattle,WA,2024-01-16,United States,Financial-Aids Officer,Mid senior,Onsite,Data Visualization
Data Operations Manager II,Fred Hutch,"Seattle, WA",Seattle,WA,2024-01-16,United States,Financial-Aids Officer,Mid senior,Onsite,Project Management
"Datacenter Engineer, Infrastructure Network Engineering",Tesla,"Sacramento, CA",Sacramento,CA,2024-01-14,United States,Value Engineer,Mid senior,Onsite,Project Management
Data Scientist,Emerald Resource Group,"Ohio, United States",Ohio,United States,2024-01-14,United States,Tier,Mid senior,Onsite,Python
Data Scientist,Emerald Resource Group,"Ohio, United States",Ohio,United States,2024-01-14,United States,Tier,Mid senior,Onsite,SQL
Data Scientist,Emerald Resource Group,"Ohio, United States",Ohio,United States,2024-01-14,United States,Tier,Mid senior,Onsite,Tableau
Data Governance Manager - Data Quality,NiSource,"Merrillville, IN",Merrillville,IN,2024-01-16,United States,Quality Assurance Monitor,Mid senior,Onsite,Data Analysis
Data Governance Manager - Data Quality,NiSource,"Merrillville, IN",Merrillville,IN,2024-01-16,United States,Quality Assurance Monitor,Mid senior,Onsite,Data Visualization
Senior Data Engineer,JLG Industries,"Hagerstown, MD",Hagerstown,MD,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Data Engineering
Senior Data Engineer,JLG Industries,"Hagerstown, MD",Hagerstown,MD,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Machine Learning
Senior Data Engineer,JLG Industries,"Hagerstown, MD",Hagerstown,MD,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Python
Senior Data Engineer,JLG Industries,"Hagerstown, MD",Hagerstown,MD,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,SQL
Data Architect (Mortgage -Claims),InfoVision Inc.,"Dallas, TX",Dallas,TX,2024-01-15,United States,Claim Adjuster,Mid senior,Onsite,SQL
"Manager, Data Engineering","Merchants Distributors, LLC","Hickory, NC",Hickory,NC,2024-01-15,United States,Chief Engineer,Mid senior,Onsite,Data Engineering
ARCHITECTURE SENIOR TECH LEAD (PLATFORM & DATA SOLUTIONS) - AWS (HYBRID),André,"West McLean, VA",West McLean,VA,2024-01-12,United States,Architect,Mid senior,Onsite,AWS
ARCHITECTURE SENIOR TECH LEAD (PLATFORM & DATA SOLUTIONS) - AWS (HYBRID),André,"West McLean, VA",West McLean,VA,2024-01-12,United States,Architect,Mid senior,Onsite,AWS
Research Data Manager,University of Utah,"Salt Lake City, UT",Salt Lake City,UT,2024-01-16,United States,Manager Forms Analysis,Mid senior,Onsite,Project Management
Senior Machine Learning Engineer,Jobs for Humanity,"Charlottesville, VA",Charlottesville,VA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Machine Learning
Senior Machine Learning Engineer,Jobs for Humanity,"Charlottesville, VA",Charlottesville,VA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Python
Senior Machine Learning Engineer,Jobs for Humanity,"Charlottesville, VA",Charlottesville,VA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,AWS
Senior Machine Learning Engineer,Jobs for Humanity,"Charlottesville, VA",Charlottesville,VA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,SQL
Data Analytics Manager,General Dynamics Information Technology,"Arlington, VA",Arlington,VA,2024-01-15,United States,Director Translation,Mid senior,Onsite,Data Analysis
Data Analytics Manager,General Dynamics Information Technology,"Arlington, VA",Arlington,VA,2024-01-15,United States,Director Translation,Mid senior,Onsite,Project Management
Data Engineer,Mission Essential,"Suitland, MD",Suitland,MD,2024-01-14,United States,Data Base Administrator,Mid senior,Onsite,Python
Clinical Research Data Specialist,University of Miami,"Miami, FL",Miami,FL,2024-01-16,United States,Neurologist,Mid senior,Onsite,Data Analysis
"Machine Learning Engineer, Risk",Stripe,"Seattle, WA",Seattle,WA,2024-01-14,United States,Agricultural-Research Engineer,Mid senior,Onsite,Python
"Cyber Tools and Database Administrator, Senior with Security Clearance",ClearanceJobs,"Washington, DC",Washington,DC,2024-01-16,United States,Loading-Machine Tool-Setter,Mid senior,Onsite,SQL
"Cyber Tools and Database Administrator, Senior with Security Clearance",ClearanceJobs,"Washington, DC",Washington,DC,2024-01-16,United States,Loading-Machine Tool-Setter,Mid senior,Onsite,AWS
Business Analytics / Data Scientist (2023-0258),Acclaim Technical Services,"Chantilly, VA",Chantilly,VA,2024-01-16,United States,Political Scientist,Mid senior,Onsite,Data Visualization
Business Analytics / Data Scientist (2023-0258),Acclaim Technical Services,"Chantilly, VA",Chantilly,VA,2024-01-16,United States,Political Scientist,Mid senior,Onsite,SQL
Business Analytics / Data Scientist (2023-0258),Acclaim Technical Services,"Chantilly, VA",Chantilly,VA,2024-01-16,United States,Political Scientist,Mid senior,Onsite,Tableau
Business Analytics / Data Scientist (2023-0258),Acclaim Technical Services,"Chantilly, VA",Chantilly,VA,2024-01-16,United States,Political Scientist,Mid senior,Onsite,Data Analysis
Data Analytics Senior Auditor - Consumer Lending,Wells Fargo,"Wilmington, DE",Wilmington,DE,2024-01-15,United States,Auditor Internal,Mid senior,Onsite,SQL
Data Analytics Senior Auditor - Consumer Lending,Wells Fargo,"Wilmington, DE",Wilmington,DE,2024-01-15,United States,Auditor Internal,Mid senior,Onsite,Python
Data Analytics Senior Auditor - Consumer Lending,Wells Fargo,"Wilmington, DE",Wilmington,DE,2024-01-15,United States,Auditor Internal,Mid senior,Onsite,Tableau
Data Support Manager at North Carolina - A2Zxperts,A2Zxperts,"Charlotte, NC",Charlotte,NC,2024-01-15,United States,Director Translation,Mid senior,Onsite,Tableau
Data Support Manager at North Carolina - A2Zxperts,A2Zxperts,"Charlotte, NC",Charlotte,NC,2024-01-15,United States,Director Translation,Mid senior,Onsite,SQL
"Senior Data Scientist, Product",Patreon,"San Francisco, CA",San Francisco,CA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Data Science
"Senior Data Scientist, Product",Patreon,"San Francisco, CA",San Francisco,CA,2024-01-16,United States,Mathematician,Mid senior,Onsite,SQL
"Senior Data Scientist, Product",Patreon,"San Francisco, CA",San Francisco,CA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Python
"Senior Data Scientist, Product",Patreon,"San Francisco, CA",San Francisco,CA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Machine Learning
"Senior Data Scientist, Product",Patreon,"San Francisco, CA",San Francisco,CA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Data Engineering
"Senior Data Scientist, Product",Patreon,"San Francisco, CA",San Francisco,CA,2024-01-16,United States,Mathematician,Mid senior,Onsite,SQL
"Senior Data Scientist, Product",Patreon,"San Francisco, CA",San Francisco,CA,2024-01-16,United States,Mathematician,Mid senior,Onsite,Python
Senior MLOps Engineer,Recruiting from Scratch,"Albany, CA",Albany,CA,2024-01-15,United States,Airport Engineer,Mid senior,Onsite,Data Engineering
Data Scientist - Systematic Equities,Paragon Alpha - Hedge Fund Talent Business,New York City Metropolitan Area,New York City Metropolitan Area,,2024-01-14,United States,Tumor Registrar,Mid senior,Onsite,Data Science
Data Scientist - Systematic Equities,Paragon Alpha - Hedge Fund Talent Business,New York City Metropolitan Area,New York City Metropolitan Area,,2024-01-14,United States,Tumor Registrar,Mid senior,Onsite,Python
Data Scientist - Systematic Equities,Paragon Alpha - Hedge Fund Talent Business,New York City Metropolitan Area,New York City Metropolitan Area,,2024-01-14,United States,Tumor Registrar,Mid senior,Onsite,SQL
Data Scientist - Systematic Equities,Paragon Alpha - Hedge Fund Talent Business,New York City Metropolitan Area,New York City Metropolitan Area,,2024-01-14,United States,Tumor Registrar,Mid senior,Onsite,Machine Learning
Data Scientist - Systematic Equities,Paragon Alpha - Hedge Fund Talent Business,New York City Metropolitan Area,New York City Metropolitan Area,,2024-01-14,United States,Tumor Registrar,Mid senior,Onsite,Data Engineering
Advisor (Aviation Data Analyst Lead),CNA Corporation,"Washington, DC",Washington,DC,2024-01-15,United States,Actuary,Mid senior,Onsite,SQL
Advisor (Aviation Data Analyst Lead),CNA Corporation,"Washington, DC",Washington,DC,2024-01-15,United States,Actuary,Mid senior,Onsite,Python
Advisor (Aviation Data Analyst Lead),CNA Corporation,"Washington, DC",Washington,DC,2024-01-15,United States,Actuary,Mid senior,Onsite,Tableau
Advisor (Aviation Data Analyst Lead),CNA Corporation,"Washington, DC",Washington,DC,2024-01-15,United States,Actuary,Mid senior,Onsite,Project Management
Contractor - Epic Clarity Data Analyst,Deloitte,"Utah, United States",Utah,United States,2024-01-14,United States,Tumor Registrar,Mid senior,Onsite,Data Visualization
Contractor - Epic Clarity Data Analyst,Deloitte,"Utah, United States",Utah,United States,2024-01-14,United States,Tumor Registrar,Mid senior,Onsite,Project Management
"Senior Director, Data Science",Pfizer,"Lake Forest, IL",Lake Forest,IL,2024-01-14,United States,Director Social,Mid senior,Onsite,Data Science
"Senior Director, Data Science",Pfizer,"Lake Forest, IL",Lake Forest,IL,2024-01-14,United States,Director Social,Mid senior,Onsite,Machine Learning
"Senior Director, Data Science",Pfizer,"Lake Forest, IL",Lake Forest,IL,2024-01-14,United States,Director Social,Mid senior,Onsite,Data Analysis
"Senior Director, Data Science",Pfizer,"Lake Forest, IL",Lake Forest,IL,2024-01-14,United States,Director Social,Mid senior,Onsite,SQL
"Senior Director, Data Science",Pfizer,"Lake Forest, IL",Lake Forest,IL,2024-01-14,United States,Director Social,Mid senior,Onsite,Python
"Senior Director, Data Science",Pfizer,"Lake Forest, IL",Lake Forest,IL,2024-01-14,United States,Director Social,Mid senior,Onsite,Data Visualization
"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,"San Carlos, CA",San Carlos,CA,2024-01-16,United States,Programmer Engineering And Scientific,Mid senior,Onsite,Machine Learning
"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,"San Carlos, CA",San Carlos,CA,2024-01-16,United States,Programmer Engineering And Scientific,Mid senior,Onsite,Python
"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,"San Carlos, CA",San Carlos,CA,2024-01-16,United States,Programmer Engineering And Scientific,Mid senior,Onsite,AWS
"Director, Securities Data Analysts",Jobs for Humanity,"Boston, MA",Boston,MA,2024-01-15,United States,Data Communications Technician,Mid senior,Onsite,Data Analysis
"Director, Securities Data Analysts",Jobs for Humanity,"Boston, MA",Boston,MA,2024-01-15,United States,Data Communications Technician,Mid senior,Onsite,Project Management
"Global Product Manager, Data Analysis & Simulation",OMRON Americas,"Pleasanton, CA",Pleasanton,CA,2024-01-16,United States,Manager Promotion,Mid senior,Onsite,Project Management
"Global Product Manager, Data Analysis & Simulation",OMRON Americas,"Pleasanton, CA",Pleasanton,CA,2024-01-16,United States,Manager Promotion,Mid senior,Onsite,Data Analysis
"Global Product Manager, Data Analysis & Simulation",OMRON Americas,"Pleasanton, CA",Pleasanton,CA,2024-01-16,United States,Manager Promotion,Mid senior,Onsite,Data Visualization
Remote Sr. Data Analyst - Healthcare insurance,LS Solutions,"South San Francisco, CA",South San Francisco,CA,2024-01-14,United States,Management Analyst,Mid senior,Onsite,SQL
Remote Sr. Data Analyst - Healthcare insurance,LS Solutions,"South San Francisco, CA",South San Francisco,CA,2024-01-14,United States,Management Analyst,Mid senior,Onsite,Project Management
Remote Sr. Data Analyst - Healthcare insurance,LS Solutions,"South San Francisco, CA",South San Francisco,CA,2024-01-14,United States,Management Analyst,Mid senior,Onsite,Data Analysis
Remote Sr. Data Analyst - Healthcare insurance,LS Solutions,"South San Francisco, CA",South San Francisco,CA,2024-01-14,United States,Management Analyst,Mid senior,Onsite,Data Engineering
Remote Sr. Data Analyst - Healthcare insurance,LS Solutions,"South San Francisco, CA",South San Francisco,CA,2024-01-14,United States,Management Analyst,Mid senior,Onsite,Python
Expert Data Architect with Security Clearance,ClearanceJobs,"Springfield, VA",Springfield,VA,2024-01-15,United States,Chief Engineer Research,Mid senior,Onsite,Python
Expert Data Architect with Security Clearance,ClearanceJobs,"Springfield, VA",Springfield,VA,2024-01-15,United States,Chief Engineer Research,Mid senior,Onsite,SQL
"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,"Raleigh, NC",Raleigh,NC,2024-01-16,United States,Programmer Engineering And Scientific,Mid senior,Onsite,Machine Learning
"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,"Raleigh, NC",Raleigh,NC,2024-01-16,United States,Programmer Engineering And Scientific,Mid senior,Onsite,Python
"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,"Raleigh, NC",Raleigh,NC,2024-01-16,United States,Programmer Engineering And Scientific,Mid senior,Onsite,AWS
"Fraud Data Scientist, Senior with Security Clearance",ClearanceJobs,"Bethesda, MD",Bethesda,MD,2024-01-16,United States,Police Officer Ii,Mid senior,Onsite,Data Science
"Fraud Data Scientist, Senior with Security Clearance",ClearanceJobs,"Bethesda, MD",Bethesda,MD,2024-01-16,United States,Police Officer Ii,Mid senior,Onsite,Machine Learning
"Fraud Data Scientist, Senior with Security Clearance",ClearanceJobs,"Bethesda, MD",Bethesda,MD,2024-01-16,United States,Police Officer Ii,Mid senior,Onsite,Data Analysis
"Fraud Data Scientist, Senior with Security Clearance",ClearanceJobs,"Bethesda, MD",Bethesda,MD,2024-01-16,United States,Police Officer Ii,Mid senior,Onsite,Data Visualization
"Fraud Data Scientist, Senior with Security Clearance",ClearanceJobs,"Bethesda, MD",Bethesda,MD,2024-01-16,United States,Police Officer Ii,Mid senior,Onsite,AWS
"Fraud Data Scientist, Senior with Security Clearance",ClearanceJobs,"Bethesda, MD",Bethesda,MD,2024-01-16,United States,Police Officer Ii,Mid senior,Onsite,Python
"Fraud Data Scientist, Senior with Security Clearance",ClearanceJobs,"Bethesda, MD",Bethesda,MD,2024-01-16,United States,Police Officer Ii,Mid senior,Onsite,Python
"Fraud Data Scientist, Senior with Security Clearance",ClearanceJobs,"Bethesda, MD",Bethesda,MD,2024-01-16,United States,Police Officer Ii,Mid senior,Onsite,SQL
